indice,ADDRESS,CONSUMER_GOOD,DATE,EVENT,LOCATION,NUMBER,ORGANIZATION,OTHER,PERSON,PHONE_NUMBER,PRICE,WORK_OF_ART
75,,0.006079642102122307,,0.008163399735672606,0.005794333759695292,0.0,0.008496524512090466,0.00847647309472615,0.01571140892803669,,,
76,,0.02413161634467542,,0.011134481833626827,0.007277957474191983,0.0,0.016261820481824025,0.012218447136027473,0.014169625045421222,,0.0,0.007366434670984745
77,,0.007610928174108267,,0.020101150264963508,0.009966031415387988,0.0,0.008835736558669142,0.009628407905499141,0.013812627972048871,,,
78,,,0.0,0.017818051856011152,0.013244196772575378,0.0,,0.03022164405372582,0.028073695255443454,0.0,,0.016205940395593643
79,,,0.0,0.013353582429276272,0.007376865561430653,0.0,0.012559825205244124,0.010422308625572401,0.016911908963017842,,,0.007522209081798792
80,,,0.0,0.015882045237554446,0.012641450623050332,0.0,0.022325757332146166,0.014078935496509076,0.01647089056384105,,,
81,,,0.0,0.009191856533288956,0.006018545851111412,0.0,0.012206902999120453,0.010997720725404529,0.016096573367360093,,,
82,,,0.0,0.00437976150715258,0.006177084695082158,0.0,0.005413328940492301,0.006292609592145752,0.009268516561061872,,0.0,0.006610157433897257
83,,,0.0,0.015034691515293989,0.01469438775841679,0.0,0.013388911417375008,0.013248915185353585,0.019142150258024532,,0.0,
84,,,,0.00974200065765116,0.007987423132484158,0.0,0.00974119300107387,0.0074884869623929266,0.005565085554761546,,,0.006046218331903218
85,,0.007863924838602545,,0.017253919853828847,0.009433976141735911,0.0,0.008515655877999961,0.012741421594431526,0.01994853602012708,,,
86,,0.019415478687733412,,0.014865435659885406,0.011276248221596083,0.0,0.018234489602036774,0.013144684800257286,0.02295270822942257,,0.0,0.013517268933355808
87,,,0.0,0.03095666377339512,0.009954961016774178,0.0,0.01614991596971567,0.013054068630131392,0.022370497696101665,,,
88,,,,0.0131729271573325,0.018033447675406933,0.0,0.028847248293459415,0.020977179470815156,0.030410663535197575,,,
89,,0.009026965281615654,,0.008399577578529716,,0.0,0.009910230059176683,0.00860902388707142,0.011031191536368659,,,0.0074685909785330296
90,,,0.0,,0.010081100588043531,0.0,0.012095043435692787,0.019759167366745798,0.028434729669243097,,,0.019169609993696213
91,,,0.0,0.010582063579931855,0.023949742317199707,0.0,0.019556810040600024,0.015236428983154752,0.014262261422118172,,,
92,,0.017224401235580444,,0.03255106206052006,0.011407047975808382,0.0,0.020868292078375816,0.017600239940771933,0.024265625429424374,,,
93,,0.003662889124825597,0.0,0.006302558760768895,0.01165020139887929,0.0,0.006018862191757018,0.00514302310972091,0.009247887000862149,,,
94,,,,0.00930034282750317,0.015277351019904017,0.0,0.016282662231889036,0.011688030208460987,0.019496121181873605,,,
