indice,ADDRESS,CONSUMER_GOOD,DATE,EVENT,LOCATION,NUMBER,ORGANIZATION,OTHER,PERSON,PHONE_NUMBER,PRICE,WORK_OF_ART
718,,0.021928030997514725,,0.021320151165127754,0.03432190674357116,0.0,0.01839763093739748,0.023123794736770484,0.0338125741109252,,,
719,,,,0.02215916533023119,0.013928596442565323,0.0,0.006813992746174336,0.016264814999885857,0.01655814580486289,,,0.008488093502819538
720,,,0.0,0.013113675445007779,0.011993536009238316,0.0,0.011430420586839319,0.007464810740202665,0.013490204078455767,,,0.006416010670363903
721,,,,0.014370332026611204,,0.0,0.010868714132811874,0.009234421757703766,0.00811696056784554,,,0.005077699664980172
722,,,,,0.03294727765023708,0.0,0.018955989554524422,0.040013560093939304,0.03677323288642443,,,0.021896470338106155
723,,0.007535648066550493,,0.011309628661435384,0.013708304241299629,0.0,0.006916818441823125,0.01121776452055201,0.014995139619956414,,,0.014317095978185534
724,,,,0.019644765416160226,0.010643395595252514,0.0,0.03195688081905246,0.012942279760654155,0.019607624458149075,,,
725,,,,0.012859014328569174,0.020898940464989704,0.0,0.015568272831539312,0.016410074913157865,0.017137544058067233,,,
726,,,,0.015683345310389996,0.012339797802269459,0.0,0.012720325296478612,0.017576773185282946,0.01965251510652403,,,
727,,0.0150062027387321,,0.028737353160977364,0.018170736730098724,0.0,0.030110204592347145,0.02582947160117328,0.019241551558176678,,,0.046829914984603725
728,,0.01699051447212696,,0.0066457296488806605,0.00956596356506149,0.0,0.015138141252100468,0.009573815939282733,0.012525990641174408,,,0.008405833039432764
729,,0.0023310417309403424,0.0,0.005070872187692051,0.00560353218147961,0.0,0.0056685403610269225,0.0051270910941100525,0.0060385677972118615,,,
730,,0.014631452970206738,,0.021432729065418245,0.029122991720214486,0.0,0.014479428840180239,0.016664600206745997,0.021418450973354854,,,
731,,,,0.0042011557591401716,0.0037581710688148937,0.0,0.005420917734647026,0.004389735048688535,0.007191274332581088,,,0.008465520106256008
732,,0.005725991912186146,,0.015124123809593064,0.016336354271819193,0.0,0.010315120530625185,0.012693902174942196,0.01042317032503585,,,
733,,0.011606329120695593,,,0.027221757918596268,0.0,,0.02714751057681583,0.027401542873121798,,,0.026535185985267162
734,,0.006710450630635022,,0.012261914322152734,0.014394897618331015,0.0,0.009870159160345792,0.009114555977284909,0.015020224990116226,,,0.035110335797071464
735,,0.007597455522045493,0.0,0.010915384494832583,0.01084398569461579,0.0,0.01435018804234763,0.007701749306809353,0.009832445487734816,,,0.004164018202573061
736,,,,0.012247419217601418,0.015248393373829978,0.0,0.009434885012784175,0.014973644465208054,0.021333871155299923,,,
737,,0.008305301967387399,0.0,0.00613777301623486,0.01286160578019917,0.0,0.008366777654737234,0.009787737254929893,0.014551755344576162,,,
738,,,0.0,0.011950177373364568,,0.0,,0.012202596671327396,0.021647945149905153,,,0.034398469515144824
739,,,,0.020482836424240043,0.012130334042012691,0.0,0.016210976263715163,0.019979124205807844,0.021068426966667175,,,
740,,0.011491028126329184,,0.010198326781392097,0.023337021470069885,0.0,0.024210250936448574,0.016706662646566447,0.022384641527691308,,,
741,,0.012726683169603348,0.0,0.009901697148701974,0.01829684457995675,0.0,0.011229171629317782,0.0070298076881205335,0.009414868601395385,,,0.00615112017840147
742,,,,0.03941252119839191,0.017315862700343132,0.0,0.024659397080540657,0.019969048317183147,0.044748388644721776,,,0.02261366881430149
743,,,,0.06074782647192478,0.025897083804011345,0.0,0.036402520909905436,0.019444885663688183,0.05064907670021057,,,
744,,0.0314331182744354,,0.018468160927295686,0.03290927354246378,0.0,0.013209288318951925,0.021838191834588846,0.01329677871295384,,,0.029863534495234486
745,,0.011657366529107094,,0.015682750898930762,0.020485641667619348,0.0,0.024539084173738956,0.013881396404222437,0.014431021841509002,,0.0,0.01366760954260826
746,,,,0.00976520994057258,0.0196282253600657,0.0,0.008958849590271711,0.014188120789501978,0.021366680157370865,,,0.00894871260970831
747,,,,0.036314817766348526,0.021570895798504353,0.0,0.024624079465866092,0.02866703173255219,0.030359964352101088,,,0.030484950169920918
748,,,,0.01045348360720608,0.01246699143666774,0.0,0.005762816445591549,0.009862382152322225,0.009383141565194819,,,
749,,0.00917038880288601,,0.022095725871622562,0.019037618301808834,0.0,,0.00889609261815037,0.02129854107848727,,0.0,0.007825215347111225
750,,0.004610012285411358,,0.008386909072710709,0.01110825308269876,0.0,0.011466807860415429,0.008310931377372769,0.005579546973523166,,,
751,,0.0068433436565101145,0.0,0.008069337190439304,0.011244748796646794,0.0,0.01769153413955461,0.012684629700908607,0.007017769052514008,,,
752,,0.05511474795639515,,0.025420760735869408,,0.0,0.019796760752797127,0.023253623252877824,0.05400329804979265,,,0.05511474795639515
753,,0.021742633543908596,0.0,0.017859338037669658,0.029156393371522427,0.0,0.015010509639978409,0.015371177645940934,0.014747927497540201,,0.0,
754,,0.006063210777938366,0.0,0.006147671202641158,0.008285304568217773,0.0,0.009277222910895944,0.006366738843796558,0.007499575683916056,,,0.008526193152647465
755,,,,,0.021325690671801567,0.0,0.02758168149739504,0.0365283393766731,0.0479678310115229,,,0.027149027213454247
756,,0.00718078063800931,,0.008835824051251015,0.012590895562122265,0.0,0.012771683900306622,0.00921659340599069,0.009343890938907862,,,0.008331652730703354
757,,0.010903023183345795,,0.02097150292247534,0.012146941106766463,0.0,0.010895405150949954,0.009868521890085604,0.015777333100375376,,,0.006983811190972726
758,,,,0.006675104144960642,0.013736316002905369,0.0,0.012436109827831388,0.009408106316665285,0.01313604783665921,,,0.008449272563060125
759,,0.005004175705835223,,0.00895235108004676,0.008551290545326013,0.0,0.010610622497132191,0.007222950104624033,0.010880669061508443,,0.0,
760,,,,0.04287268593907356,,0.0,0.032835798958937325,0.06128730848431587,0.06791593320667744,,,0.03619639202952385
761,,,,0.018732382915914062,0.010274413973093031,0.0,0.010222007520496844,0.021314288244435663,0.022019117139279842,,,
762,,,,0.022468306124210358,0.025019407780333,0.0,0.026790964417159557,0.03592618876560168,0.01675802725367248,,,
763,,,,0.021795261185616255,0.024048777452359598,0.0,0.016029427759349346,0.03687998599239758,0.028482069028541446,,,0.06440698355436325
764,,,,0.010024700313806534,,0.0,0.029485984705388546,0.01174069088883698,0.015221461653709412,,,0.015933531802147627
765,,,,0.01792496908456087,,0.0,0.02872927002608776,0.019823440834879875,0.021829463929558795,,,0.013557092752307653
766,,,,0.017105096019804478,,0.0,0.02845257396499316,0.021902491941171533,0.021866140048950912,,,
767,,0.009930348955094814,,0.01889194082468748,0.010467315325513482,0.0,0.019870580919086934,0.019010901257085305,0.020128574455156922,,,0.039337396156042814
768,,,,0.014576115645468235,0.027586328983306884,0.0,0.01161117572337389,0.023141075484454633,0.027073975279927255,,,0.01401427248492837
769,,,,,,0.0,0.04589395225048065,0.05366902705281973,0.09133020862936973,,,
770,,,,0.014919801987707615,0.01659524016496208,0.0,0.03478439354027311,0.02223556409948147,0.016560927395605378,,,0.03028687462210655
771,,,0.0,,0.07336046732962132,0.0,0.0465465746819973,0.03966799254218737,0.07570843957364559,,,
772,,0.027834966778755188,,0.04347885027527809,0.026212188104788463,0.0,0.01880438004930814,0.021225307136774063,0.04883022978901863,,0.0,0.04708500206470489
773,,,0.0,0.011423705518245697,0.018849710188806056,0.0,0.011722003741722022,0.012809652456780896,0.00791743176523596,,,
774,,,,0.0088981157168746,0.011256901547312737,0.0,0.017129999718495777,0.015518220115659965,0.0195256225609531,,,
775,,0.029407920315861705,,0.04374908655881882,0.03758030038859163,0.0,0.03225628985092044,0.02275628022228678,0.016324516385793686,,,
776,,,,0.035768819972872734,0.06286738067865373,0.0,0.0428233640268445,0.03119468123962482,0.016163583224018414,,,0.015076359733939169
777,,,,0.017897902056574818,0.05523430369794369,0.0,0.0182014349848032,0.020656883450491086,0.03383003807227526,,,0.027169205248355862
778,,,,0.03408661081145207,0.010445666499435902,0.0,0.02442767098546028,0.014426370084817921,0.03068500995868817,,,0.021878177765756845
779,,0.008829914033412933,,0.015659820288419724,0.009786334820091724,0.0,0.01039860610451017,0.028304644278250635,0.01829353864154508,,,0.013398067560046911
780,,,,0.0210629403591156,0.008637310393775502,0.0,0.010542149655520916,0.011403441222177612,0.01998464305720785,,,0.010072119534015656
781,,0.00913829643589755,,0.006087556853890419,0.007923289226662172,0.0,0.006871227966621518,0.008219279928219527,0.012651023419144062,,,0.006185633596032858
782,,,0.0,0.013336370388666788,0.031128437657441412,0.0,0.027172113535925746,0.022195717506110667,0.02009723097499874,,,
783,,0.040466742124408484,,0.053821464069187634,0.0128265805542469,0.0,0.017420968040823936,0.031300432895394886,0.023411323961157065,,,0.016748636960983276
784,,,,0.0157213198641936,0.014950900804251432,0.0,0.015007923822849989,0.017463833583812965,0.02496207132935524,,,
785,,0.013729691971093416,,0.00900330360640179,0.014717457017728261,0.0,0.009420766960829496,0.013082500148032392,0.012627626676112414,,,
786,,,,0.013653710950165987,0.01932858198415488,0.0,0.020445065728078287,0.019021780416369437,0.023040202720200315,,,
787,,,,0.032325738295912745,0.029967421665787697,0.0,0.03238985873758793,0.02421743505530887,0.039026178419589996,,,
788,,,,0.17243421077728271,0.10725962122281392,,,0.1427699737250805,0.10303621739149094,,,0.1172107607126236
789,0.0,,,0.04463395538429419,0.02107994444668293,0.0,0.03864175360649824,0.03130877794076999,0.04165905465682348,,0.0,
790,,0.021946046501398087,,0.019770401840408642,0.025244377367198468,0.0,0.016642388701438905,0.0321272826857037,0.02883740793913603,,,
791,,0.01235942542552948,,0.020975692740951974,0.02038199780508876,0.0,0.02317876151452462,0.014102530355254808,0.026819468268917665,,,
792,,0.043605647360285126,,0.022083651274442676,0.037877569906413555,0.0,0.023420611396431926,0.025450142366545542,0.035194478929042816,,,
793,,0.009638788178563118,0.0,0.006956216517008013,0.01612250111065805,0.0,0.007453964673914015,0.011515125765332155,0.01261625112965703,,,0.01069000829011202
794,,,0.0,0.0239743614802137,0.011744551826268435,0.0,0.014585489562402168,0.023586139226189025,0.028055964395976983,,,0.012927861884236336
795,,0.009891237132251263,,0.018178978402699743,0.012624728747389534,0.0,0.015268099959939718,0.01532161587171934,0.012079390976577998,,,0.007513901684433222
796,,0.0421660291031003,,0.02016638033092022,0.03407146595418453,0.0,0.015741438205753053,0.015828127274289727,0.03099352959543467,,,
797,,,,0.01564423843390412,0.019447225891053677,0.0,0.03325577639043331,0.021566387824714185,0.011709366051945835,,,0.02185322406391303
798,,0.022065619006752968,,0.032353406539186835,0.026487457752227783,0.0,0.01760135730728507,0.012063024083285459,0.011930671261830462,,,0.010725770145654678
799,,,0.0,,0.01805323176085949,0.0,0.0370069831609726,0.025529712438583374,0.04931614571250975,,,
800,,,,,0.035696983337402344,0.0,0.01846768707036972,0.02720569765993527,0.061380060728300705,,,0.024586038663983345
801,,,,0.011391209904104471,,0.0,0.01910062162921979,0.014687522687017918,0.025028719292844042,,,0.02117610722780228
802,,,,0.04563471054037412,,0.0,0.019680379889905453,0.03336478878433506,0.035380309680476785,,,
803,,0.011798093561083078,,0.01495596133172512,0.015002469739152325,0.0,0.014897681958973407,0.014119884154448906,0.034881887425269396,,0.0,
804,,0.016600061518450577,,0.010699225356802344,0.019817363284528256,0.0,0.021591809578239918,0.021428659117143405,0.01711456780321896,,,0.013178269378840923
805,,,,0.04017982631921768,,0.0,0.05187329680969318,0.04400438194473585,0.04513804009184241,,,0.03969080001115799
806,,0.018387557938694957,,0.01999524375423789,0.0188908944837749,0.0,0.00971880555152893,0.018020847477018834,0.018179121283957593,,,
807,,0.026243779808282845,0.0,0.032601574901491404,0.021765284550686683,0.0,0.01411751750856638,0.021629323499898115,0.01753516381399499,,,0.044731488917022943
808,,,,0.01033463996524612,0.010165503590057294,0.0,0.014807374083570071,0.012802577732751766,0.009226671420037746,,,
809,,0.02968928404152393,,0.05022260993719101,,0.0,,0.02532374734679858,0.05629969295114279,,,0.037364132702350616
810,,,,0.03333569007615248,0.024298835545778275,0.0,0.019126091618090868,0.03293199639301747,0.036141449585556984,,,0.024417966604232788
811,,0.019146484555676583,0.0,0.00900178925237722,0.010421773651614787,0.0,0.01585066714324057,0.008084344959474708,0.012398019689135254,,,0.005176272243261336
812,,0.007838812656700611,0.0,0.02060070144943893,0.011814605118706823,0.0,0.014468354638665915,0.010741126025095582,0.017066735308617353,,,0.01188894733786583
813,,,,0.02613041177392006,,0.0,0.02146066166460514,0.027341642775214635,0.06304194703698159,,,0.06060474738478661
814,,0.008536506444215775,,0.017506196121261877,0.015037600157989396,0.0,0.009034019487444311,0.011687041483819485,0.009735215804539621,,,
815,,0.01624733954668045,0.0,0.01624733954668045,0.022265931591391563,0.0,0.013991990126669407,0.0260426695816792,0.03468454256653786,,,0.014503694139420988
816,,,,0.027482394129037857,0.03053167834877968,0.0,0.032625804422423244,0.028661778366023846,0.043608538806438446,,,
817,,,,0.015754821968989238,0.0072789727710187435,0.0,0.012080109096132219,0.012862360125164623,0.015732546993107957,,,
818,,0.010903022872904936,0.0,0.010241634381765669,0.016767316575472552,0.0,0.006152046844363213,0.007205695202130647,0.008532513592702648,,0.0,0.015973243862390518
819,,0.019421590492129326,,0.03402606062591076,0.026873107999563217,0.0,0.019943923223763704,0.021669333800673485,0.03403824410186364,,0.0,
820,,0.017548232246190308,,0.01485159651686748,,0.0,0.007070581583927075,0.011573454544234734,0.007569823746702501,,,0.01741777386309372
821,,,,0.02215641054014365,0.040975403838924,0.0,0.05468610301613808,0.038426841422915456,0.02408505231142044,,,
822,,,,0.04321239862058844,0.02373404218815267,0.0,0.026216362913449604,0.022459548665210605,0.028228446530799072,,,0.016415605321526527
823,,0.014420392457395792,0.0,0.02205118102331956,0.010567524470388891,0.0,0.02325302471096317,0.02057996578514576,0.016082794902225337,,,
824,,0.05736159533262253,,0.03385460004210472,,0.0,,0.02608698168221642,0.04689748461047808,,,0.12655861675739288
825,,0.017714625224471092,,0.011773337430965444,0.012921110552269965,0.0,0.010445291109915291,0.011110376799479127,0.017155277853210766,,,
826,,0.040508290054276586,,0.030865776042143505,0.020613296888768673,0.0,0.02711648344993591,0.021969361614216778,0.036626445750395455,,0.0,
827,,0.006928617134690285,,0.011067467353617152,0.01435101373742024,0.0,0.014618305411810676,0.012671278708654901,0.008678057563624211,,,
828,,,0.0,0.01753772139041261,0.017063071352562735,0.0,0.01642669881694019,0.011390759111863786,0.008772844215855002,,,
829,,,,0.00847496148198843,0.011479437218180724,0.0,0.012093067235712494,0.013663905521118364,0.0055382348752270145,,,
830,,0.03347715362906456,0.0,0.03140934184193611,,0.0,0.03514547273516655,0.037655800580978394,0.07093310821801424,,,
831,,,,0.01630765711888671,0.018870568741112946,0.0,0.015256647951900959,0.012614344945177436,0.014399668551050127,,,0.006264216732233764
832,,0.011537292972207071,,0.014918476343154907,0.024187598377466202,0.0,0.010014134924858809,0.020310747183182022,0.015970849764666388,,,
833,,,,0.017362195687989395,0.022219013888388872,0.0,0.021528802812099457,0.020330021108843778,0.033556235155888965,,,
834,,,0.0,0.017905878834426403,0.0170749519020319,0.0,0.0319387495983392,0.032705359801184386,0.021634908393025398,,,0.050927584525197744
835,,0.004086447724451621,0.0,0.004786175151821226,0.008378193146832611,0.0,0.003905206406489015,0.008059793450101688,0.005468841803331788,,,0.008928559875736633
836,,0.007428160558144252,0.0,0.012171964976005256,0.010582219654073318,0.0,0.01140091067645699,0.008626498218456452,0.008828703706201754,,,0.005022753495723009
837,,0.01820234302431345,,0.03689219686202705,0.02870324440300465,0.0,0.02754373848438263,0.017682364070788027,0.01775341312168166,,0.0,
838,,0.02887105904519558,,0.011556899485488733,0.020861325164635975,0.0,0.014605330303311348,0.013877196073093834,0.020627581514418125,,,
839,,,,0.009827852870027224,0.017444942519068717,0.0,0.009141704766079783,0.014136532140481804,0.01444905303309069,,,
840,,,0.0,0.020475972210988402,0.01873903154310855,0.0,0.010553447995334864,0.0162266549204701,0.01625022839289159,,,
841,,,,0.029600519686937336,0.053469135115544,0.0,0.022095597349107265,0.02909554572155078,0.044677441194653514,,,
842,,,,0.04097242280840874,,0.0,0.03999479115009308,0.07084477196137111,0.07865767429272334,,,0.13583794236183167
843,,,,0.030295055514822405,0.014198688324540854,0.0,0.017133990302681926,0.02823092678392475,0.048575697001069784,,,0.0705256387591362
844,,,,0.027112864578763645,0.02117373235523701,0.0,0.019136607646942142,0.031043477977315586,0.038731355363359816,,,
845,,0.01764065648118655,,0.018616666001352398,0.02340564597398043,0.0,0.026258765254169703,0.013872548677027226,0.013537423788673349,,,0.008339919149875641
846,,0.00466213165782392,0.0,0.005472515795477911,0.010523735312744975,0.0,0.009132396196946502,0.006716738042693275,0.008656664771716232,,,0.005733974045142531
847,,0.01006796397268772,,0.013594100717455149,0.033619214314967394,0.0,0.012751427545611347,0.013752335566096008,0.024249559190745156,,,0.03437322750687599
848,,0.010117799043655396,,0.017341216405232746,0.019086167940662965,0.0,0.009101944044232368,0.012393684558836477,0.019597394450102,,,
849,,,,0.018421144379923742,0.019433853837351005,0.0,0.018002791019777458,0.01441700839334064,0.013400480337440967,,,0.01688898354768753
850,,,,0.016741623543202876,0.03564615361392498,0.0,0.0159825657804807,0.02177442651009187,0.013463228475302458,,,0.012580940499901772
851,,,,0.014490393921732903,0.013748113065958023,0.0,0.03559727128595114,0.025071526632497187,0.021884216306110222,,,
852,,0.011592813301831482,,0.017640190819899242,0.02372517352923751,0.0,0.01309848390519619,0.027891577722934578,0.014644995797425505,,,0.014107307419180868
853,,0.0054936097003519535,,0.009924045036314055,0.010524990875273943,0.0,0.0076063883025199175,0.010975828211355423,0.014859808329492807,,,
854,,0.013705087825655937,,0.017225272360850464,0.015050074590059618,0.0,0.010814007092267274,0.0172615220459799,0.0137882319977507,,,
855,,,0.0,0.025638007372617722,0.012695017270743849,0.0,0.013228168245404959,0.02472381281356017,0.026474292483180763,,0.0,0.02643093280494213
856,,,,0.016070092795416713,0.016923106585939724,0.0,0.030184982111677527,0.028745771672290105,0.021625465073157102,,,0.04450791701674461
857,,,,0.04652295261621475,0.10426738361517589,0.0,0.07879675924777985,0.05459703356027603,0.04683336429297924,,,0.058214738965034485
858,,0.007217754609882832,,0.007693125245471795,0.009896938921883702,0.0,0.006900027394294739,0.014123668710073067,0.011106454322791913,,,0.00825553946197033
859,,0.016416016966104507,,0.047244707743326814,0.018451918537418045,0.0,,0.02610997778053085,0.0306128144550782,,,0.02489855140447617
860,,,0.0,0.011258161999285221,0.021208207309246063,0.0,0.02388078812509775,0.01824588780956609,0.024904452117257996,,,
861,,0.013777127023786306,0.0,0.012433694116771222,0.022842649059991043,0.0,0.009114692763735851,0.013498950196662918,0.016942106213213667,,0.0,0.02576711215078831
862,,,,0.022951841354370117,0.026633683991219317,0.0,0.014023149386048317,0.023309094166117057,0.01039416684458653,,,
863,,,,0.02108023352921009,,0.0,0.01826322404667735,0.02254738342826781,0.025423559127375484,,,0.011476035229861736
864,,,,0.0102295046672225,0.02282364180843745,0.0,0.0222721160389483,0.015935754248251516,0.0240974692771068,,,0.017231271136552095
865,,0.011468322016298773,,0.028359105810523037,0.022454830817878246,0.0,0.017493492225185037,0.027644529867057618,0.028971132034292586,,,
866,,0.014939640803883473,,0.005031042711131952,0.005837149956884484,0.0,0.008628290922691425,0.006130512239355029,0.010349976713769138,,,0.018217480741441246
867,,,,0.016538076335564256,0.02699848562479019,0.0,0.026417759992182255,0.02418158555196391,0.02370062774668137,,,
868,,,,0.015885203455885254,0.00916721485555172,0.0,0.020971920474299362,0.012975519697647542,0.02969133721566514,,,
869,,,,0.014997542990992466,0.017920625023543836,0.0,0.013001163024455309,0.019397302198090723,0.023027364583685993,,,
870,,0.022532827220857143,,0.017614260502159595,0.010175391100347042,0.0,0.034773568622767925,0.020402105214695137,0.02273471634835005,,,
871,,0.01664992840960622,0.0,0.012025680392980576,0.0073166087580223875,0.0,0.018922336120158433,0.013825504404182235,0.010844683041796088,,,0.0073821181431412706
872,,0.014985600020736456,,0.019246786832809445,0.03156751568894833,0.0,0.04787195473909378,0.028776419814676046,0.024556541233323514,,0.0,
873,,,,,0.0307126734405756,0.0,,0.04658877085894346,0.0504797026515007,,,0.049609750509262085
874,,0.009214449758556757,,0.015693322522565722,0.01781140879860946,0.0,0.01306423032656312,0.012142122656639134,0.013031585514545441,,,0.007621620781719685
875,,0.011300866957753897,,0.009850754402577879,0.019364475583036743,0.0,0.021488746007283527,0.012936835119035095,0.02174180598064725,,,0.009725410491228105
876,,,,0.008864989903356348,0.006064493441954255,0.0,0.009664270984516903,0.009995780953699174,0.01535276939039645,,,
877,,,,0.018874360714107752,0.016375637302796047,0.0,0.02690690103918314,0.026357814390212297,0.01924795171038972,,,0.012777450494468212
878,,,,0.0640804311260581,0.029436586424708366,0.0,0.03532485477626324,0.046169690255607874,0.04156679393989699,,,
879,,0.012151670642197132,,0.01986538281198591,0.01314702332019806,0.0,0.01487851950029532,0.02630127448355779,0.022859248746600416,,,
880,,,,0.030201435089111328,0.03165346533060074,0.0,0.030176000855863094,0.018754560810824234,0.03253085177857429,,,0.04988905042409896
881,,0.010174778290092943,0.0,0.011851760442368686,0.019940919073467903,0.0,0.010553530603647231,0.016764727272093296,0.010792838409543037,,,0.06430392526090145
882,,,0.0,0.029113067314028736,,0.0,0.05786597076803446,0.045279181961502345,0.05181167221495083,,,
883,,,,,0.020716555416584015,0.0,0.014005252160131931,0.026725785141544684,0.02528141454483072,,,
884,,,,0.11946022510528564,,,0.0675007626414299,0.08247686456888914,0.12122377504905064,,,
885,,0.004929626081138849,0.0,0.005394155418293344,0.006227502798927682,0.0,0.009453812715946697,0.0068186585234142226,0.006433235581165978,,0.0,
886,,,0.0,0.01938625238835812,0.03141021332703531,0.0,0.025938690329591434,0.027610295452177525,0.04205977963283658,,,0.043226206209510565
887,,0.029444710351526734,0.0,0.03424274469060557,0.01995608583092689,0.0,0.046809934079647064,0.022948913342718567,0.0420863900333643,,,
888,,0.008083835244178772,,0.0227739389699239,0.015799222979694605,0.0,0.01007432967890054,0.01053257350047881,0.01843480230309069,,,0.010948816780000925
889,,0.007699895999394357,0.0,0.014073941814289852,0.006712035508826375,0.0,0.02183386660180986,0.00659793327562511,0.013291430862053581,,,
890,,,0.0,0.024678015253610082,0.03114063882579406,0.0,0.07515612989664078,0.014790551457554101,0.024526413654287656,,,0.014512731693685057
891,,,,0.02500313334167004,0.01924210445334514,0.0,0.017170852981507778,0.01678828038275242,0.016521219940235216,,,
892,,,,0.01855373941361904,0.01861322857439518,0.0,0.07182309031486511,0.028080942574888468,0.025873636568172112,,,0.0107895378023386
893,,,,0.015902286395430565,0.04731913097202778,0.0,0.03057238645851612,0.018397640727926046,0.03456948852787415,,,0.02991977753117681
894,,0.01285958228011926,,0.025872070575132966,0.022884664684534074,0.0,0.01742531415075064,0.014738732232497288,0.010657959966920316,,,0.009006161242723465
895,,0.057065085507929325,,0.03272692300379276,0.016338667273521422,0.0,0.015024146065115929,0.021507469498935866,0.029676124919205904,,,0.021961532533168793
896,,,,,0.048221009162565075,0.0,,0.031988044993744955,0.038624966284260154,,,0.028254764154553413
897,,0.011112586595118046,0.0,0.013431779419382414,0.004628799323524747,0.0,0.004748776192880339,0.011170805349726887,0.008387460107249873,,,0.006597141269594431
898,,0.015072556212544441,,0.02174304872751236,0.03469105840971073,0.0,0.0229827594012022,0.01874910343600356,0.02628981543239206,,,0.02062845105926196
899,,0.014199490658938885,,0.02485648973379284,,0.0,0.02172802295535803,0.016157919940139567,0.024611872745056947,,0.0,
900,,0.019810381811112165,,0.015112481244346675,0.012366874531532327,0.0,0.0064044528019924956,0.012948882164588818,0.010362759734002443,,,
901,,,,,,0.0,,0.1018633469939232,0.13917556405067444,,,
902,,0.0072259679436683655,0.0,0.009184467373415828,0.015900847139871783,0.0,0.014806836402337802,0.008872704018421215,0.015412884065881371,,,0.011727291066199541
903,,0.00789817818440497,0.0,0.007953698164783418,0.011215006990823895,0.0,0.007770129745560033,0.00871924312947237,0.007556347336087908,,,0.005103093106299638
904,,0.016821456141769886,0.0,0.01969686264379157,0.011356341652572155,0.0,0.018176555447280408,0.016771197651645968,0.01942238528724937,,,0.013252475298941135
905,,,0.0,0.014234868064522743,0.027521895776901926,0.0,0.015016330716510614,0.024775726022198793,0.024844693163266547,,0.0,
906,,,0.0,0.028390105348080397,0.08641024678945541,0.0,0.01997391413897276,0.03558126650750637,0.047643515680517466,,,0.030816394835710526
907,,0.0026348179671913385,,0.007372457149008719,0.004589756077621132,0.0,,0.00530640482029412,0.006163286472049852,,,0.0026348179671913385
908,,0.019789743902427808,,0.0081864531384781,0.014196309261023998,0.0,0.010167098022066057,0.01452540692337083,0.015816575731150806,,,0.0075964489951729774
909,,0.026067446917295456,,0.028695859014987942,0.12157074362039565,0.0,0.06180613860487937,0.04299637600779534,0.03495987436988137,,,0.02263619564473629
910,,,,0.02573498827405274,0.014599998481571674,0.0,0.013841705396771431,0.018215702514031103,0.018475946815063555,,,0.01927056924129526
911,,,,0.07692138105630875,,0.0,,0.06970993652939797,0.09719223404924075,,,0.1414761207997799
912,,0.01313964556902647,0.0,0.015386603539809585,0.022653729010086793,0.0,0.012012986466288567,0.017499189188873224,0.015989349120193057,,,0.0289384201169014
913,,,0.0,0.017224755603820086,0.020785678798953693,0.0,0.009642842691391706,0.0244162505492568,0.021994836861267686,,,0.020469586520145338
914,,0.009294212330132723,,0.01184457540512085,0.006449837237596512,0.0,0.009079570882022379,0.013134310349684071,0.017053826371780954,,,0.006419681012630463
915,,0.019574513658881187,,0.02138170450925827,0.032815381263693176,0.0,,0.03529838991484472,0.03217301657423377,,,0.02350923605263233
916,,0.013738064654171466,,0.010314948191600186,0.01448223232291639,0.0,0.007278702571056783,0.011376532542176153,0.016450611209230765,,0.0,0.007792290300130844
917,,,,0.042320537070433296,0.01513832062482834,0.0,0.013265915215015413,0.03652005891005198,0.044663988053798676,,,0.023171390406787395
918,,0.03517537266016006,,0.018853696063160896,0.0324447488412261,0.0,0.018637920108934242,0.024070645089853893,0.02856299125899871,,,
919,,,,0.06525067612528802,0.032163968309760094,0.0,,0.06725615411996841,0.044848807983928256,,,
920,,0.020273990696296096,0.0,0.019961153312275808,,0.0,0.013972586952149868,0.016302725786100262,0.02339964397251606,,,0.010942869819700718
921,,,,0.030314670130610465,0.022674890235066414,0.0,0.014585222117602825,0.026087713117400806,0.02719854499446228,,,
922,,,,0.04161769105121493,,0.0,,0.026354532067974407,0.03732279175892472,,,
923,,,0.0,0.01085189078003168,0.01863105771028333,0.0,,0.018301790801896936,0.026197602041065693,,,0.012483603631456694
924,,0.018052874132990837,,0.013239610164115826,0.022558173164725304,0.0,0.032655660063028336,0.020100701341612473,0.014322069673133748,,,
925,,0.03676309958100319,,0.03462689928710461,0.0498153418302536,0.0,0.048188152723014355,0.03459721188992262,0.024202080443501472,,,0.03008555993437767
926,,,0.0,0.03946993499994278,0.032018487652142845,0.0,0.03315040096640587,0.04410077134768168,0.07083994476124644,,,
927,,0.005216729672004779,0.0,0.006226855123208629,,0.0,0.005957705155014991,0.00892487958073616,0.010141906025819481,,,0.005437001935206354
928,,0.01984946615993977,,0.04517799988389015,0.029202453140169383,0.0,0.026383985998108983,0.029950167052447796,0.01776292866894177,,,0.055838938802480705
929,,0.008686643249044815,,0.0045280809281393886,0.007367251041744437,0.0,,0.008367577833269024,0.010924884199124315,,,
930,,,,,0.05667720455676317,0.0,0.0561857707798481,0.11433673091232777,0.10178635641932487,,,
931,,0.021402031804124515,,0.014953883830457926,0.009282040409743786,0.0,0.014358225278556347,0.015049931037450028,0.012302914052270353,,0.0,0.02001542598009109
932,,0.005971942019338409,,0.010032952001149004,0.010031732161425881,0.0,0.008813563340271894,0.009846839798434127,0.010697484016418457,,,0.006627662805840373
